Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Wheel,RAY-435528X806139.7MTBR,Rays,RYS-TE37,28,28,8,6x139.7,,72.6,Bronze,Rays RYS-TE37 28x8,"Charlotte, NC",19,0,0,0,0,6,37,50,5,8,0,21,4,51,119,64.99,66.36,Retail,103.04,93.22,88.32,83.41,78.5,73.6,83.41,71.49,100.09,33.77,No,Yes,,3/5/2026,5/28/2025,8/31/2025,,,5/28/2025,1/1/2025,4/8/2024,,6,Inventory Item
Wheel,RAY-435528X806139.7MTBR,Rays,RYS-TE37,28,28,8,6x139.7,,72.6,Bronze,Rays RYS-TE37 28x8,"Nashville, TN",42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.99,70.51,Retail,103.04,93.22,88.32,83.41,78.5,73.6,83.41,71.49,100.09,33.77,No,Yes,,3/23/2026,12/11/2025,,,,12/11/2025,1/19/2025,9/17/2024,,14,Inventory Item
Wheel,TSW-924528X1055127SB,TSW,BBS-CH-R,28,28,10.5,5x127,,87.1,Bronze,TSW BBS-CH-R 28x10.5,"Phoenix, AZ",4,23,0,0,0,0,21,58,9,14,0,14,23,28,54,236.99,250.46,Retail,383.21,346.71,328.46,310.22,291.97,273.72,310.22,260.69,372.26,35.06,No,No,,3/22/2026,7/2/2025,,,3/22/2026,7/2/2025,7/26/2024,4/25/2024,,14,Inventory Item
Wheel,TSW-924528X1055127SB,TSW,BBS-CH-R,28,28,10.5,5x127,5x127,87.1,Bronze,TSW BBS-CH-R 28x10.5,"Orlando, FL",80,0,0,174,0,18,135,273,33,14,47,64,71,149,503,236.99,252.2,Retail,383.21,346.71,328.46,310.22,291.97,273.72,310.22,260.69,372.26,35.06,No,No,Yes,10/6/2025,2/8/2026,11/6/2025,11/27/2025,,2/8/2026,10/17/2024,2/4/2025,3/27/2024,17,Inventory Item
Wheel,VOS-436617X1056132SB,Vossen,ADV-GT,17,17,10.5,6x132,,74.1,Matte Black,Vossen ADV-GT 17x10.5,"Charlotte, NC",45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,163.99,175.92,Retail,237.63,214.99,203.68,192.36,181.05,169.73,192.36,180.39,230.84,27.54,Yes,No,,2/4/2026,10/11/2025,,,1/19/2026,10/11/2025,10/3/2024,3/31/2024,,6,Inventory Item
Wheel,VOS-436617X1056132SB,Vossen,ADV-GT,17,17,10.5,6x132,,74.1,Matte Black,Vossen ADV-GT 17x10.5,"Phoenix, AZ",7,0,0,0,0,19,98,65,85,62,55,26,26,114,647,163.99,179.04,Retail,237.63,214.99,203.68,192.36,181.05,169.73,192.36,180.39,230.84,27.54,Yes,No,,2/25/2026,12/6/2025,,,,12/6/2025,5/16/2024,4/23/2024,1/5/2025,11,Inventory Item
Wheel,VOS-436617X1056132SB,Vossen,ADV-GT,17,17,10.5,6x132,,74.1,Matte Black,Vossen ADV-GT 17x10.5,"Atlanta, GA",46,0,0,0,0,65,146,274,91,48,43,81,26,191,445,163.99,163.36,Retail,237.63,214.99,203.68,192.36,181.05,169.73,192.36,180.39,230.84,27.54,Yes,No,,12/10/2025,1/20/2026,,,,1/20/2026,3/4/2025,6/7/2024,,19,Inventory Item
Wheel,VOS-436617X1056132SB,Vossen,ADV-GT,17,17,10.5,6x132,,74.1,Matte Black,Vossen ADV-GT 17x10.5,"Tampa, FL",32,0,48,0,0,78,32,206,14,76,47,67,20,127,285,163.99,180.18,Retail,237.63,214.99,203.68,192.36,181.05,169.73,192.36,180.39,230.84,27.54,Yes,No,,3/21/2026,7/11/2025,,,,7/11/2025,6/4/2024,1/10/2025,,5,Inventory Item
Wheel,ENK-751217X1406135-12NC,Enkei,WRK-Emotion,17,17,14,6x135,,87.1,Gloss Black & Milled,Enkei WRK-Emotion 17x14,"Phoenix, AZ",58,0,0,0,0,2,0,13,1,3,2,1,2,1,15,59.99,59.15,Retail,86.93,78.65,74.51,70.37,66.23,62.09,70.37,65.99,84.45,27.54,No,No,,2/11/2026,12/11/2025,,,,12/11/2025,11/10/2024,12/18/2024,2/21/2025,6,Inventory Item
Wheel,ENK-751217X1406135-12NC,Enkei,WRK-Emotion,17,17,14,6x135,,87.1,Gloss Black & Milled,Enkei WRK-Emotion 17x14,"Dallas, TX",45,58,0,0,0,5,35,18,23,6,2,22,8,12,97,59.99,58.6,Retail,86.93,78.65,74.51,70.37,66.23,62.09,70.37,65.99,84.45,27.54,No,No,,3/13/2026,6/18/2025,5/31/2025,,,6/18/2025,3/31/2024,5/8/2024,,1,Inventory Item
Wheel,ENK-751217X1406135-12NC,Enkei,WRK-Emotion,17,17,14,6x135,,87.1,Gloss Black & Milled,Enkei WRK-Emotion 17x14,"Nashville, TN",45,94,0,0,0,4,32,18,24,8,2,22,21,13,103,59.99,62.2,Retail,86.93,78.65,74.51,70.37,66.23,62.09,70.37,65.99,84.45,27.54,No,No,,10/13/2025,4/29/2025,5/29/2025,,12/22/2025,4/29/2025,10/3/2024,10/11/2024,,3,Inventory Item
Wheel,RAY-217317X905120-24GB,Rays,BBS-CH-R,17,17,9,5x120,,74.1,Gloss Black & Milled,Rays BBS-CH-R 17x9,"Phoenix, AZ",60,0,0,0,0,13,68,201,98,37,48,48,80,151,576,200.99,206.88,Retail,337.66,305.5,289.42,273.34,257.26,241.19,273.34,221.09,328.01,37.5,No,No,,12/20/2025,6/24/2025,,,,6/24/2025,9/4/2024,8/13/2024,,10,Inventory Item
Wheel,RAY-217317X905120-24GB,Rays,BBS-CH-R,17,17,9,5x120,,74.1,Gloss Black & Milled,Rays BBS-CH-R 17x9,"Dallas, TX",50,0,0,0,0,71,58,199,98,66,42,104,42,169,415,200.99,203.68,Retail,337.66,305.5,289.42,273.34,257.26,241.19,273.34,221.09,328.01,37.5,No,No,Yes,12/15/2025,8/21/2025,,,,8/21/2025,8/4/2024,9/22/2024,,9,Inventory Item
Wheel,RAY-217317X905120-24GB,Rays,BBS-CH-R,17,17,9,5x120,,74.1,Gloss Black & Milled,Rays BBS-CH-R 17x9,"Nashville, TN",42,18,0,133,0,1,6,6,1,3,2,6,3,0,24,200.99,184.5,Retail,337.66,305.5,289.42,273.34,257.26,241.19,273.34,221.09,328.01,37.5,No,No,,2/7/2026,9/8/2025,,12/10/2025,,9/8/2025,3/13/2025,4/14/2024,,14,Inventory Item
Wheel,RAY-772526X1005108MTBR,Rays,BBS-CH-R,26,26,10,5x108,,74.1,Bronze,Rays BBS-CH-R 26x10,"Atlanta, GA",39,35,0,0,0,33,80,288,26,39,53,114,21,48,673,247.99,234.17,Retail,390.59,353.39,334.79,316.19,297.59,278.99,316.19,272.79,379.43,33.33,No,Yes,,10/7/2025,8/8/2025,,,,8/8/2025,6/21/2024,9/17/2024,,18,Inventory Item
Wheel,RAY-772526X1005108MTBR,Rays,BBS-CH-R,26,26,10,5x108,5x108,74.1,Bronze,Rays BBS-CH-R 26x10,"Charlotte, NC",59,0,0,92,0,66,45,75,42,66,58,21,62,42,531,247.99,250.75,Retail,390.59,353.39,334.79,316.19,297.59,278.99,316.19,272.79,379.43,33.33,No,Yes,,2/8/2026,6/16/2025,,,1/6/2026,6/16/2025,7/15/2024,4/30/2024,,15,Inventory Item
Wheel,RAY-772526X1005108MTBR,Rays,BBS-CH-R,26,26,10,5x108,5x108,74.1,Bronze,Rays BBS-CH-R 26x10,"Phoenix, AZ",55,50,0,120,0,58,99,141,52,37,27,49,66,72,319,247.99,254.46,Retail,390.59,353.39,334.79,316.19,297.59,278.99,316.19,272.79,379.43,33.33,No,Yes,,12/16/2025,3/14/2026,,,,3/14/2026,6/30/2024,4/11/2024,2/6/2025,6,Inventory Item
Wheel,TSW-131226X1208170-12NC,TSW,ADV-GT,26,26,12,8x170,,114.3,Silver Machined,TSW ADV-GT 26x12,"Orlando, FL",34,0,0,32,0,1,6,5,4,1,0,5,3,3,20,158.99,147.55,Retail,262.09,237.13,224.65,212.17,199.69,187.21,212.17,174.89,254.6,36.3,No,Yes,Yes,2/14/2026,11/1/2025,4/29/2025,,,11/1/2025,11/15/2024,1/12/2025,,14,Inventory Item
Wheel,TSW-131226X1208170-12NC,TSW,ADV-GT,26,26,12,8x170,,114.3,Silver Machined,TSW ADV-GT 26x12,"Dallas, TX",14,46,30,183,0,5,14,269,30,45,45,27,69,68,399,158.99,162.23,Retail,262.09,237.13,224.65,212.17,199.69,187.21,212.17,174.89,254.6,36.3,No,Yes,,12/25/2025,2/10/2026,,,1/11/2026,2/10/2026,1/7/2025,5/19/2024,,15,Inventory Item
Wheel,TSW-131226X1208170-12NC,TSW,ADV-GT,26,26,12,8x170,,114.3,Silver Machined,TSW ADV-GT 26x12,"Houston, TX",58,0,0,0,0,7,18,60,22,4,15,24,4,60,80,158.99,151.86,Retail,262.09,237.13,224.65,212.17,199.69,187.21,212.17,174.89,254.6,36.3,No,Yes,,11/23/2025,6/10/2025,,,,6/10/2025,7/1/2024,2/17/2025,11/22/2024,18,Inventory Item
Wheel,ROT-318026X1406132MTBR,Rotiform,ENK-92,26,26,14,6x132,,110.1,Gunmetal,Rotiform ENK-92 26x14,"Tampa, FL",63,21,0,0,0,0,0,0,0,0,0,0,0,0,1,159.99,166.57,Retail,231.83,209.75,198.71,187.67,176.63,165.59,187.67,175.99,225.21,27.54,Yes,No,,3/7/2026,7/23/2025,,,10/25/2025,7/23/2025,9/8/2024,10/9/2024,12/6/2024,1,Inventory Item
Wheel,ROT-318026X1406132MTBR,Rotiform,ENK-92,26,26,14,6x132,,110.1,Gunmetal,Rotiform ENK-92 26x14,"Atlanta, GA",21,1,0,0,0,23,42,85,41,11,55,42,37,77,336,159.99,173.82,Retail,231.83,209.75,198.71,187.67,176.63,165.59,187.67,175.99,225.21,27.54,Yes,No,,12/29/2025,1/19/2026,5/2/2025,,,1/19/2026,11/11/2024,6/4/2024,,14,Inventory Item
Wheel,WOR-797428X1006139.7-24GB,Work,RYS-TE37,28,28,10,6x139.7,,114.3,Matte Black,Work RYS-TE37 28x10,"Nashville, TN",52,0,0,0,0,1,31,23,21,19,2,29,28,45,189,152.99,153.15,Retail,218.47,197.67,187.26,176.86,166.46,156.05,176.86,168.29,212.23,26.47,No,No,,12/7/2025,7/5/2025,,,,7/5/2025,3/18/2025,8/5/2024,,4,Inventory Item
Wheel,WOR-797428X1006139.7-24GB,Work,RYS-TE37,28,28,10,6x139.7,,114.3,Matte Black,Work RYS-TE37 28x10,"Charlotte, NC",17,0,0,0,85,5,96,194,63,71,44,17,47,47,622,152.99,148.6,Retail,218.47,197.67,187.26,176.86,166.46,156.05,176.86,168.29,212.23,26.47,No,No,,9/27/2025,10/23/2025,,10/25/2025,,10/23/2025,1/16/2025,12/12/2024,,1,Inventory Item
Wheel,WOR-797428X1006139.7-24GB,Work,RYS-TE37,28,28,10,6x139.7,,114.3,Matte Black,Work RYS-TE37 28x10,"Dallas, TX",59,0,0,0,0,3,6,10,4,1,2,3,4,0,33,152.99,140.88,Retail,218.47,197.67,187.26,176.86,166.46,156.05,176.86,168.29,212.23,26.47,No,No,,12/25/2025,1/24/2026,,,,1/24/2026,11/24/2024,10/27/2024,,8,Inventory Item
Wheel,WOR-797428X1006139.7-24GB,Work,RYS-TE37,28,28,10,6x139.7,,114.3,Matte Black,Work RYS-TE37 28x10,"Tampa, FL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,152.99,149.09,Retail,218.47,197.67,187.26,176.86,166.46,156.05,176.86,168.29,212.23,26.47,No,No,,12/16/2025,12/14/2025,,,,12/14/2025,10/2/2024,4/20/2024,2/28/2025,20,Inventory Item
Wheel,KON-720824X1058170MTBR,Konig,ADV-GT,24,24,10.5,8x170,,78.1,Silver Machined,Konig ADV-GT 24x10.5,"Tampa, FL",53,0,0,0,0,47,109,252,31,72,18,59,31,34,274,63.99,65.8,Retail,90.04,81.46,77.17,72.89,68.6,64.31,72.89,70.39,87.47,25.38,Yes,No,,3/3/2026,3/18/2026,,,,3/18/2026,12/24/2024,10/10/2024,,14,Assembly/Bill of Materials
Wheel,KON-720824X1058170MTBR,Konig,ADV-GT,24,24,10.5,8x170,,78.1,Silver Machined,Konig ADV-GT 24x10.5,"Dallas, TX",19,0,0,0,0,11,53,238,77,46,5,32,58,145,498,63.99,60.47,Retail,90.04,81.46,77.17,72.89,68.6,64.31,72.89,70.39,87.47,25.38,Yes,No,,12/26/2025,7/23/2025,,10/12/2025,,7/23/2025,4/9/2024,11/30/2024,1/27/2025,9,Assembly/Bill of Materials
Wheel,KON-720824X1058170MTBR,Konig,ADV-GT,24,24,10.5,8x170,8x170,78.1,Silver Machined,Konig ADV-GT 24x10.5,"Charlotte, NC",51,0,0,0,0,6,119,57,88,15,41,86,19,151,612,63.99,61.62,Retail,90.04,81.46,77.17,72.89,68.6,64.31,72.89,70.39,87.47,25.38,Yes,No,,3/3/2026,1/8/2026,,,9/29/2025,1/8/2026,1/23/2025,8/27/2024,3/20/2025,5,Assembly/Bill of Materials
Wheel,ROT-699918X808165.1-18MB,Rotiform,VSN-CVT,18,18,8,8x165.1,,78.1,Gloss Black & Milled,Rotiform VSN-CVT 18x8,"Orlando, FL",74,55,60,0,0,0,0,0,0,0,0,0,0,0,1,135.99,128.7,Retail,187.06,169.24,160.34,151.43,142.52,133.61,151.43,149.59,181.71,23.67,No,Yes,,2/23/2026,4/13/2025,,,,4/13/2025,10/9/2024,6/22/2024,,1,Inventory Item
Wheel,ROT-699918X808165.1-18MB,Rotiform,VSN-CVT,18,18,8,8x165.1,8x165.1,78.1,Gloss Black & Milled,Rotiform VSN-CVT 18x8,"Tampa, FL",18,0,8,0,0,37,129,52,69,31,31,31,26,104,294,135.99,135.13,Retail,187.06,169.24,160.34,151.43,142.52,133.61,151.43,149.59,181.71,23.67,No,Yes,,11/14/2025,4/11/2025,,,,4/11/2025,4/7/2024,4/10/2024,,10,Inventory Item
Wheel,RAY-758424X1056135-18MB,Rays,TSW-Nurburgring,24,24,10.5,6x135,,87.1,Flat Black,Rays TSW-Nurburgring 24x10.5,"Orlando, FL",8,0,0,0,75,3,16,15,16,7,10,22,10,32,204,149.99,140.97,Retail,229.94,208.04,197.09,186.14,175.19,164.24,186.14,164.99,223.37,31.51,No,No,,11/25/2025,4/22/2025,,12/3/2025,,4/22/2025,6/22/2024,6/3/2024,,4,Inventory Item
Wheel,RAY-758424X1056135-18MB,Rays,TSW-Nurburgring,24,24,10.5,6x135,,87.1,Flat Black,Rays TSW-Nurburgring 24x10.5,"Atlanta, GA",53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149.99,161.6,Retail,229.94,208.04,197.09,186.14,175.19,164.24,186.14,164.99,223.37,31.51,No,No,,10/11/2025,2/3/2026,8/4/2025,,11/5/2025,2/3/2026,7/8/2024,11/5/2024,,7,Inventory Item
Wheel,RAY-758424X1056135-18MB,Rays,TSW-Nurburgring,24,24,10.5,6x135,,87.1,Flat Black,Rays TSW-Nurburgring 24x10.5,"Phoenix, AZ",6,0,0,0,0,54,54,252,40,57,58,86,29,122,680,149.99,139.15,Retail,229.94,208.04,197.09,186.14,175.19,164.24,186.14,164.99,223.37,31.51,No,No,,11/2/2025,1/30/2026,1/15/2026,,10/27/2025,1/30/2026,12/28/2024,5/6/2024,5/15/2024,6,Inventory Item
Wheel,TSW-211920X1058165.1TB,TSW,ROT-BLQ,20,20,10.5,8x165.1,,78.1,Bronze,TSW ROT-BLQ 20x10.5,"Dallas, TX",0,0,0,0,0,36,136,94,74,45,11,116,6,183,685,135.99,126.81,Retail,202.77,183.45,173.8,164.14,154.49,144.83,164.14,149.59,196.97,29.58,Yes,No,,2/23/2026,9/10/2025,,,3/13/2026,9/10/2025,3/16/2025,3/29/2024,,1,Inventory Item
Wheel,TSW-211920X1058165.1TB,TSW,ROT-BLQ,20,20,10.5,8x165.1,,78.1,Bronze,TSW ROT-BLQ 20x10.5,"Tampa, FL",15,0,0,0,0,0,3,3,2,3,2,3,1,8,30,135.99,126.04,Retail,202.77,183.45,173.8,164.14,154.49,144.83,164.14,149.59,196.97,29.58,Yes,No,,3/1/2026,9/7/2025,,,,9/7/2025,5/23/2024,3/13/2025,1/11/2025,17,Inventory Item
Wheel,TSW-211920X1058165.1TB,TSW,ROT-BLQ,20,20,10.5,8x165.1,,78.1,Bronze,TSW ROT-BLQ 20x10.5,"Houston, TX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,135.99,143.85,Retail,202.77,183.45,173.8,164.14,154.49,144.83,164.14,149.59,196.97,29.58,Yes,No,Yes,12/13/2025,3/4/2026,6/11/2025,,,3/4/2026,11/1/2024,6/7/2024,,16,Inventory Item
Wheel,ROT-422924X1005108SB,Rotiform,ROT-BLQ,24,24,10,5x108,,110.1,Silver Machined,Rotiform ROT-BLQ 24x10,"Charlotte, NC",30,0,0,0,0,1,5,11,2,0,0,8,1,9,32,155.99,157.59,Retail,260.42,235.62,223.22,210.82,198.42,186.02,210.82,171.59,252.98,37.11,No,No,Yes,3/23/2026,9/7/2025,,,,9/7/2025,12/26/2024,8/5/2024,,14,Inventory Item
Wheel,ROT-422924X1005108SB,Rotiform,ROT-BLQ,24,24,10,5x108,,110.1,Silver Machined,Rotiform ROT-BLQ 24x10,"Dallas, TX",16,53,0,26,0,39,50,24,46,10,31,45,14,178,490,155.99,165.65,Retail,260.42,235.62,223.22,210.82,198.42,186.02,210.82,171.59,252.98,37.11,No,No,,12/16/2025,7/13/2025,,,,7/13/2025,11/22/2024,4/22/2024,,10,Inventory Item
Wheel,KON-296626X1005127SB,Konig,WRK-Emotion,26,26,10,5x127,,106.1,Chrome,Konig WRK-Emotion 26x10,"Charlotte, NC",53,0,0,0,0,2,1,3,3,0,1,2,0,2,10,209.99,203.47,Retail,288.84,261.34,247.58,233.83,220.07,206.32,233.83,230.99,280.59,23.66,No,No,,12/11/2025,6/21/2025,,,,6/21/2025,6/6/2024,11/30/2024,,8,Inventory Item
Wheel,KON-296626X1005127SB,Konig,WRK-Emotion,26,26,10,5x127,,106.1,Chrome,Konig WRK-Emotion 26x10,"Phoenix, AZ",1,73,38,0,64,12,89,274,66,54,47,95,43,103,533,209.99,202.02,Retail,288.84,261.34,247.58,233.83,220.07,206.32,233.83,230.99,280.59,23.66,No,No,,3/5/2026,8/19/2025,5/25/2025,,,8/19/2025,4/15/2024,8/24/2024,,7,Inventory Item
Wheel,KON-296626X1005127SB,Konig,WRK-Emotion,26,26,10,5x127,,106.1,Chrome,Konig WRK-Emotion 26x10,"Nashville, TN",26,0,0,0,0,58,79,155,66,62,18,56,80,121,271,209.99,214.45,Retail,288.84,261.34,247.58,233.83,220.07,206.32,233.83,230.99,280.59,23.66,No,No,,2/6/2026,5/11/2025,,,,5/11/2025,11/17/2024,1/12/2025,,13,Inventory Item
Wheel,KON-296626X1005127SB,Konig,WRK-Emotion,26,26,10,5x127,5x127,106.1,Chrome,Konig WRK-Emotion 26x10,"Orlando, FL",41,90,0,0,0,36,32,246,62,34,39,16,56,111,576,209.99,200.32,Retail,288.84,261.34,247.58,233.83,220.07,206.32,233.83,230.99,280.59,23.66,No,No,,2/26/2026,6/28/2025,,,,6/28/2025,11/14/2024,11/29/2024,,4,Inventory Item
Wheel,TSW-866524X1008170-24GB,TSW,VSN-CVT,24,24,10,8x170,,110.1,Satin Black,TSW VSN-CVT 24x10,"Nashville, TN",61,24,0,0,0,7,133,275,25,40,28,22,50,66,174,217.99,227.13,Retail,302.14,273.36,258.98,244.59,230.2,215.81,244.59,239.79,293.5,24.24,Yes,No,,3/20/2026,11/26/2025,,,,11/26/2025,9/14/2024,9/5/2024,,7,Inventory Item
Wheel,TSW-866524X1008170-24GB,TSW,VSN-CVT,24,24,10,8x170,,110.1,Satin Black,TSW VSN-CVT 24x10,"Tampa, FL",73,0,8,0,0,9,37,76,3,12,3,24,12,58,166,217.99,201.08,Retail,302.14,273.36,258.98,244.59,230.2,215.81,244.59,239.79,293.5,24.24,Yes,No,,1/12/2026,2/24/2026,,,12/16/2025,2/24/2026,10/15/2024,10/11/2024,1/8/2025,2,Inventory Item
Wheel,ADV-104617X1056135-18MB,Advan,VSN-CVT,17,17,10.5,6x135,,87.1,Bronze,Advan VSN-CVT 17x10.5,"Orlando, FL",74,0,21,2,0,0,0,0,0,0,0,0,0,0,1,124.99,125.63,Retail,192.93,174.55,165.37,156.18,146.99,137.81,156.18,137.49,187.41,31.97,No,No,,3/5/2026,9/2/2025,,,,9/2/2025,7/22/2024,10/5/2024,,19,Inventory Item
Wheel,ADV-104617X1056135-18MB,Advan,VSN-CVT,17,17,10.5,6x135,,87.1,Bronze,Advan VSN-CVT 17x10.5,"Dallas, TX",22,108,0,0,80,33,115,105,64,26,55,36,8,194,273,124.99,123.16,Retail,192.93,174.55,165.37,156.18,146.99,137.81,156.18,137.49,187.41,31.97,No,No,,11/1/2025,4/6/2025,,,,4/6/2025,1/30/2025,9/21/2024,,11,Inventory Item
Wheel,KON-943522X908165.1MTBR,Konig,HRE-501,22,22,9,8x165.1,,106.1,Satin Black,Konig HRE-501 22x9,"Charlotte, NC",66,0,0,0,0,8,128,228,77,46,28,64,31,110,335,185.99,192.83,Retail,285.13,257.97,244.4,230.82,217.24,203.66,230.82,204.59,276.98,31.51,No,No,,12/5/2025,11/15/2025,,,3/6/2026,11/15/2025,10/3/2024,6/8/2024,,11,Inventory Item
Wheel,KON-943522X908165.1MTBR,Konig,HRE-501,22,22,9,8x165.1,,106.1,Satin Black,Konig HRE-501 22x9,"Atlanta, GA",24,0,18,0,0,49,56,78,40,20,9,44,67,65,375,185.99,185.04,Retail,285.13,257.97,244.4,230.82,217.24,203.66,230.82,204.59,276.98,31.51,No,No,,10/21/2025,8/9/2025,1/6/2026,,,8/9/2025,5/10/2024,1/1/2025,,15,Inventory Item
Wheel,KON-943522X908165.1MTBR,Konig,HRE-501,22,22,9,8x165.1,,106.1,Satin Black,Konig HRE-501 22x9,"Orlando, FL",69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,185.99,200.21,Retail,285.13,257.97,244.4,230.82,217.24,203.66,230.82,204.59,276.98,31.51,No,No,,11/3/2025,6/21/2025,,,,6/21/2025,4/16/2024,1/30/2025,,13,Inventory Item
Wheel,KON-943522X908165.1MTBR,Konig,HRE-501,22,22,9,8x165.1,8x165.1,106.1,Satin Black,Konig HRE-501 22x9,"Houston, TX",9,0,23,0,0,11,143,245,37,75,47,33,69,124,428,185.99,169.09,Retail,285.13,257.97,244.4,230.82,217.24,203.66,230.82,204.59,276.98,31.51,No,No,,12/3/2025,5/23/2025,,,2/1/2026,5/23/2025,8/16/2024,10/26/2024,,13,Inventory Item
Wheel,TSW-312318X1405120SB,TSW,WRK-Emotion,18,18,14,5x120,5x120,74.1,Satin Black,TSW WRK-Emotion 18x14,"Dallas, TX",29,0,0,0,0,10,11,24,24,12,9,12,12,58,121,232.99,226.32,Retail,362.07,327.59,310.35,293.11,275.86,258.62,293.11,256.29,351.73,32.43,No,No,,12/11/2025,9/16/2025,,,12/14/2025,9/16/2025,1/25/2025,8/12/2024,,11,Inventory Item
Wheel,TSW-312318X1405120SB,TSW,WRK-Emotion,18,18,14,5x120,,74.1,Satin Black,TSW WRK-Emotion 18x14,"Phoenix, AZ",77,34,0,0,0,2,4,5,4,1,0,5,1,5,24,232.99,253.41,Retail,362.07,327.59,310.35,293.11,275.86,258.62,293.11,256.29,351.73,32.43,No,No,,10/16/2025,6/1/2025,,,,6/1/2025,6/6/2024,10/16/2024,12/27/2024,8,Inventory Item
Wheel,TSW-312318X1405120SB,TSW,WRK-Emotion,18,18,14,5x120,,74.1,Satin Black,TSW WRK-Emotion 18x14,"Houston, TX",21,38,0,60,0,19,10,140,32,56,8,52,28,42,214,232.99,249.26,Retail,362.07,327.59,310.35,293.11,275.86,258.62,293.11,256.29,351.73,32.43,No,No,Yes,12/10/2025,11/24/2025,,,,11/24/2025,6/29/2024,11/16/2024,,15,Inventory Item
Wheel,BBS-600920X808170MTBR,BBS,RYS-TE37,20,20,8,8x170,,110.1,Bronze,BBS RYS-TE37 20x8,"Orlando, FL",62,0,0,4,0,2,1,1,2,3,2,3,5,3,18,202.99,201.5,Retail,336.76,304.68,288.65,272.61,256.58,240.54,272.61,223.29,327.13,36.71,No,No,,3/2/2026,5/19/2025,,,,5/19/2025,2/12/2025,1/22/2025,,9,Inventory Item
Wheel,BBS-600920X808170MTBR,BBS,RYS-TE37,20,20,8,8x170,,110.1,Bronze,BBS RYS-TE37 20x8,"Atlanta, GA",55,0,26,0,0,44,79,27,32,70,60,50,18,189,265,202.99,184.9,Retail,336.76,304.68,288.65,272.61,256.58,240.54,272.61,223.29,327.13,36.71,No,No,,3/13/2026,8/21/2025,,,,8/21/2025,10/3/2024,9/21/2024,,10,Inventory Item
Wheel,BBS-600920X808170MTBR,BBS,RYS-TE37,20,20,8,8x170,,110.1,Bronze,BBS RYS-TE37 20x8,"Nashville, TN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.99,222.37,Retail,336.76,304.68,288.65,272.61,256.58,240.54,272.61,223.29,327.13,36.71,No,No,,,5/21/2025,,,,5/21/2025,1/13/2025,6/21/2024,1/19/2025,10,Inventory Item
Wheel,KON-489326X1056132MTBR,Konig,WRK-Emotion,26,26,10.5,6x132,6x132,114.3,Silver Machined,Konig WRK-Emotion 26x10.5,"Atlanta, GA",41,0,0,0,0,26,70,264,43,35,38,34,77,136,620,259.99,246.2,Retail,390.38,353.2,334.61,316.02,297.43,278.84,316.02,285.99,379.23,30.07,No,No,,11/29/2025,1/13/2026,,,,1/13/2026,1/17/2025,6/20/2024,,14,Inventory Item
Wheel,KON-489326X1056132MTBR,Konig,WRK-Emotion,26,26,10.5,6x132,6x132,114.3,Silver Machined,Konig WRK-Emotion 26x10.5,"Tampa, FL",17,0,0,0,0,35,112,68,87,64,5,54,31,69,313,259.99,268.95,Retail,390.38,353.2,334.61,316.02,297.43,278.84,316.02,285.99,379.23,30.07,No,No,,10/17/2025,5/16/2025,,,,5/16/2025,10/5/2024,2/5/2025,,2,Inventory Item
Wheel,KON-489326X1056132MTBR,Konig,WRK-Emotion,26,26,10.5,6x132,6x132,114.3,Silver Machined,Konig WRK-Emotion 26x10.5,"Phoenix, AZ",57,0,0,184,0,6,18,48,28,7,15,5,15,29,84,259.99,271.46,Retail,390.38,353.2,334.61,316.02,297.43,278.84,316.02,285.99,379.23,30.07,No,No,,2/16/2026,4/5/2025,5/1/2025,,,4/5/2025,2/16/2025,4/25/2024,,7,Inventory Item
Wheel,KON-489326X1056132MTBR,Konig,WRK-Emotion,26,26,10.5,6x132,6x132,114.3,Silver Machined,Konig WRK-Emotion 26x10.5,"Nashville, TN",71,0,0,0,0,18,139,153,76,38,20,28,24,78,226,259.99,255.61,Retail,390.38,353.2,334.61,316.02,297.43,278.84,316.02,285.99,379.23,30.07,No,No,,3/1/2026,10/17/2025,,,2/4/2026,10/17/2025,11/24/2024,8/24/2024,,4,Inventory Item
